spec; c1; c2; c3; c4; c5; c6; c7; c9; c10; c11; c12; c13; c14; c15; c17; c18; c19; c20; c21; c22; c24; c25; c26; c27; c28; c29; c30; c31; c32; c33; c34; c35; c36; c37; c38; c39; c40; c41; c42; c43; c44; c45; c46; c47; c48; c49; c50; c51; c52; c53; c54; c55; c56; c57; c58; c59; c60; c61; c62; c63; c64
Acer Campestre;0.009388971684053652;0.009388971684053652;0.06572760924955531;0.07981106677563579;0.018777943368107303;0.04225277630883131;0.056338637565501656;0.0;0.03755829046680448;0.03755829046680448;0.03755829046680448;0.061033123407528485;0.0;0.03755829046680448;0.061033123407528485;0.06572760924955531;0.07981106677563579;0.023474832940724003;0.061033123407528485;0.004694485842026826;0.009388971684053652;0.004694485842026826;0.10798038555838661;0.0;0.07511658093360896;0.07981106677563579;0.03755829046680448;0.009388971684053652;0.0;0.03286380462477766;0.004694485842026826;0.03755829046680448;0.03755829046680448;0.04225277630883131;0.07981106677563579;0.03755829046680448;0.009388971684053652;0.009388971684053652;0.07511658093360896;0.08450555261766261;0.03755829046680448;0.10798038555838661;0.018777943368107303;0.07042209509158213;0.08920003845968945;0.0;0.06572760924955531;0.014083457526080477;0.004694485842026826;0.09859141387433296;0.0;0.028169318782750828;0.0;0.014083457526080477;0.08450555261766261;0.06572760924955531;0.07981106677563579;0.004694485842026826;0.0;0.04225277630883131;0.0
Acer Campestre;0.014083457526080477;0.03286380462477766;0.06572760924955531;0.061033123407528485;0.03286380462477766;0.07042209509158213;0.04694726215085813;0.004694485842026826;0.05164174799288496;0.018777943368107303;0.009388971684053652;0.03286380462477766;0.009388971684053652;0.023474832940724003;0.10798038555838661;0.028169318782750828;0.018777943368107303;0.07511658093360896;0.04225277630883131;0.004694485842026826;0.004694485842026826;0.004694485842026826;0.08920003845968945;0.0;0.07042209509158213;0.061033123407528485;0.09389452430171626;0.009388971684053652;0.0;0.08450555261766261;0.0;0.06572760924955531;0.03755829046680448;0.04694726215085813;0.07042209509158213;0.056338637565501656;0.014083457526080477;0.009388971684053652;0.04225277630883131;0.061033123407528485;0.028169318782750828;0.061033123407528485;0.014083457526080477;0.08450555261766261;0.07981106677563579;0.0;0.03755829046680448;0.028169318782750828;0.009388971684053652;0.08920003845968945;0.004694485842026826;0.04225277630883131;0.0;0.05164174799288496;0.04225277630883131;0.11267487140041345;0.014083457526080477;0.009388971684053652;0.009388971684053652;0.11267487140041345;0.0
Acer Campestre;0.028169318782750828;0.004694485842026826;0.06572760924955531;0.10798038555838661;0.04225277630883131;0.10328589971635979;0.056338637565501656;0.009388971684053652;0.04694726215085813;0.04225277630883131;0.014083457526080477;0.023474832940724003;0.014083457526080477;0.03755829046680448;0.06572760924955531;0.04225277630883131;0.04694726215085813;0.04694726215085813;0.056338637565501656;0.004694485842026826;0.028169318782750828;0.004694485842026826;0.10328589971635979;0.0;0.028169318782750828;0.056338637565501656;0.08450555261766261;0.004694485842026826;0.004694485842026826;0.06572760924955531;0.0;0.009388971684053652;0.04225277630883131;0.06572760924955531;0.07981106677563579;0.018777943368107303;0.004694485842026826;0.018777943368107303;0.08450555261766261;0.03755829046680448;0.028169318782750828;0.06572760924955531;0.009388971684053652;0.028169318782750828;0.04694726215085813;0.004694485842026826;0.03286380462477766;0.014083457526080477;0.018777943368107303;0.16431661939329842;0.009388971684053652;0.08450555261766261;0.0;0.03755829046680448;0.05164174799288496;0.13614970434113743;0.023474832940724003;0.009388971684053652;0.0;0.03755829046680448;0.0
Acer Campestre;0.03286380462477766;0.028169318782750828;0.08920003845968945;0.04225277630883131;0.028169318782750828;0.2112662852747464;0.056338637565501656;0.0;0.06572760924955531;0.05164174799288496;0.023474832940724003;0.03286380462477766;0.004694485842026826;0.03286380462477766;0.05164174799288496;0.04225277630883131;0.028169318782750828;0.06572760924955531;0.023474832940724003;0.009388971684053652;0.028169318782750828;0.0;0.12206384308446709;0.004694485842026826;0.04694726215085813;0.03286380462477766;0.028169318782750828;0.009388971684053652;0.0;0.06572760924955531;0.0;0.03286380462477766;0.018777943368107303;0.04225277630883131;0.08450555261766261;0.05164174799288496;0.0;0.009388971684053652;0.08450555261766261;0.06572760924955531;0.03755829046680448;0.07042209509158213;0.018777943368107303;0.028169318782750828;0.056338637565501656;0.0;0.04225277630883131;0.023474832940724003;0.018777943368107303;0.1267583289264939;0.009388971684053652;0.03755829046680448;0.004694485842026826;0.05164174799288496;0.07042209509158213;0.07981106677563579;0.009388971684053652;0.0;0.004694485842026826;0.06572760924955531;0.0
Acer Campestre;0.018777943368107303;0.023474832940724003;0.06572760924955531;0.061033123407528485;0.004694485842026826;0.014083457526080477;0.03755829046680448;0.014083457526080477;0.04225277630883131;0.09389452430171626;0.018777943368107303;0.10328589971635979;0.004694485842026826;0.018777943368107303;0.04225277630883131;0.06572760924955531;0.061033123407528485;0.009388971684053652;0.04694726215085813;0.009388971684053652;0.023474832940724003;0.009388971684053652;0.04225277630883131;0.004694485842026826;0.023474832940724003;0.07511658093360896;0.03755829046680448;0.004694485842026826;0.004694485842026826;0.08920003845968945;0.0;0.028169318782750828;0.08920003845968945;0.03755829046680448;0.09389452430171626;0.023474832940724003;0.004694485842026826;0.0;0.12206384308446709;0.056338637565501656;0.014083457526080477;0.14084419018316427;0.009388971684053652;0.03755829046680448;0.05164174799288496;0.004694485842026826;0.03755829046680448;0.056338637565501656;0.014083457526080477;0.06572760924955531;0.0;0.056338637565501656;0.004694485842026826;0.05164174799288496;0.11736935724244027;0.13614970434113743;0.04694726215085813;0.0;0.0;0.03286380462477766;0.0
Acer Campestre;0.03755829046680448;0.009388971684053652;0.03755829046680448;0.11267487140041345;0.03286380462477766;0.15492764770924475;0.04225277630883131;0.0;0.07981106677563579;0.03286380462477766;0.023474832940724003;0.056338637565501656;0.0;0.03286380462477766;0.07511658093360896;0.06572760924955531;0.04225277630883131;0.03755829046680448;0.028169318782750828;0.0;0.018777943368107303;0.0;0.06572760924955531;0.0;0.03755829046680448;0.06572760924955531;0.07511658093360896;0.004694485842026826;0.004694485842026826;0.03286380462477766;0.009388971684053652;0.03755829046680448;0.06572760924955531;0.004694485842026826;0.05164174799288496;0.03755829046680448;0.009388971684053652;0.004694485842026826;0.061033123407528485;0.07042209509158213;0.03286380462477766;0.09389452430171626;0.023474832940724003;0.061033123407528485;0.07511658093360896;0.0;0.04694726215085813;0.004694485842026826;0.0;0.12206384308446709;0.009388971684053652;0.014083457526080477;0.004694485842026826;0.05164174799288496;0.04225277630883131;0.09859141387433296;0.04225277630883131;0.009388971684053652;0.004694485842026826;0.09859141387433296;0.0
Acer Campestre;0.018777943368107303;0.07511658093360896;0.11736935724244027;0.03755829046680448;0.014083457526080477;0.03286380462477766;0.07511658093360896;0.023474832940724003;0.04225277630883131;0.11267487140041345;0.014083457526080477;0.09389452430171626;0.009388971684053652;0.009388971684053652;0.07981106677563579;0.04694726215085813;0.07511658093360896;0.028169318782750828;0.03286380462477766;0.004694485842026826;0.009388971684053652;0.004694485842026826;0.03755829046680448;0.0;0.03286380462477766;0.07042209509158213;0.018777943368107303;0.009388971684053652;0.0;0.056338637565501656;0.0;0.03286380462477766;0.07981106677563579;0.05164174799288496;0.07042209509158213;0.014083457526080477;0.014083457526080477;0.004694485842026826;0.1502331618672179;0.05164174799288496;0.018777943368107303;0.04225277630883131;0.004694485842026826;0.056338637565501656;0.03286380462477766;0.0;0.061033123407528485;0.028169318782750828;0.009388971684053652;0.07981106677563579;0.0;0.07981106677563579;0.0;0.018777943368107303;0.08450555261766261;0.08920003845968945;0.05164174799288496;0.009388971684053652;0.004694485842026826;0.07511658093360896;0.004694485842026826
Acer Campestre;0.056338637565501656;0.03286380462477766;0.09389452430171626;0.03755829046680448;0.061033123407528485;0.061033123407528485;0.056338637565501656;0.023474832940724003;0.05164174799288496;0.03286380462477766;0.023474832940724003;0.08450555261766261;0.014083457526080477;0.03755829046680448;0.07981106677563579;0.018777943368107303;0.028169318782750828;0.023474832940724003;0.056338637565501656;0.004694485842026826;0.03286380462477766;0.009388971684053652;0.10798038555838661;0.009388971684053652;0.05164174799288496;0.11267487140041345;0.04225277630883131;0.009388971684053652;0.009388971684053652;0.08450555261766261;0.0;0.023474832940724003;0.03286380462477766;0.061033123407528485;0.09859141387433296;0.03286380462477766;0.009388971684053652;0.0;0.04694726215085813;0.056338637565501656;0.03286380462477766;0.061033123407528485;0.009388971684053652;0.04694726215085813;0.061033123407528485;0.004694485842026826;0.03286380462477766;0.014083457526080477;0.0;0.11736935724244027;0.014083457526080477;0.056338637565501656;0.004694485842026826;0.05164174799288496;0.028169318782750828;0.061033123407528485;0.023474832940724003;0.0;0.009388971684053652;0.05164174799288496;0.014083457526080477
Acer Campestre;0.018777943368107303;0.03286380462477766;0.07042209509158213;0.05164174799288496;0.023474832940724003;0.07511658093360896;0.03755829046680448;0.004694485842026826;0.10328589971635979;0.004694485842026826;0.028169318782750828;0.04694726215085813;0.0;0.03286380462477766;0.056338637565501656;0.014083457526080477;0.014083457526080477;0.04694726215085813;0.061033123407528485;0.009388971684053652;0.04225277630883131;0.004694485842026826;0.06572760924955531;0.0;0.056338637565501656;0.056338637565501656;0.11736935724244027;0.014083457526080477;0.004694485842026826;0.056338637565501656;0.014083457526080477;0.056338637565501656;0.009388971684053652;0.04694726215085813;0.061033123407528485;0.07042209509158213;0.018777943368107303;0.014083457526080477;0.04225277630883131;0.08450555261766261;0.04694726215085813;0.028169318782750828;0.023474832940724003;0.056338637565501656;0.08920003845968945;0.0;0.03286380462477766;0.023474832940724003;0.0;0.16431661939329842;0.009388971684053652;0.05164174799288496;0.009388971684053652;0.08450555261766261;0.028169318782750828;0.08920003845968945;0.023474832940724003;0.004694485842026826;0.004694485842026826;0.06572760924955531;0.0
Acer Campestre;0.04694726215085813;0.023474832940724003;0.056338637565501656;0.07511658093360896;0.05164174799288496;0.13145521849911063;0.061033123407528485;0.0;0.05164174799288496;0.028169318782750828;0.028169318782750828;0.03755829046680448;0.0;0.04225277630883131;0.07042209509158213;0.03755829046680448;0.061033123407528485;0.018777943368107303;0.07042209509158213;0.018777943368107303;0.04225277630883131;0.0;0.06572760924955531;0.0;0.07981106677563579;0.03755829046680448;0.08450555261766261;0.014083457526080477;0.0;0.061033123407528485;0.004694485842026826;0.05164174799288496;0.03755829046680448;0.018777943368107303;0.023474832940724003;0.04694726215085813;0.004694485842026826;0.023474832940724003;0.03755829046680448;0.05164174799288496;0.05164174799288496;0.05164174799288496;0.03286380462477766;0.023474832940724003;0.13614970434113743;0.004694485842026826;0.023474832940724003;0.009388971684053652;0.004694485842026826;0.10328589971635979;0.018777943368107303;0.09859141387433296;0.0;0.03755829046680448;0.023474832940724003;0.08920003845968945;0.009388971684053652;0.009388971684053652;0.004694485842026826;0.06572760924955531;0.0
