Acer Campestre,-0.9111171792333685,-0.9619075482738444,-0.6744180508424124,-0.609192561205273,-0.8596604688763136,-0.8867943970375141,-0.48935150386178194,-0.625024,-1.0,-0.6799991807979029,-0.75,-0.44827951483907413,-0.877933753184943,-1.0,-0.5294099930729151,-1.0,-0.2121080477246986,-0.847826812844343,-0.46875199999999995,-0.6551614554827775,-0.49998030720756204,-0.937504,-1.0,-0.9000064,-0.9523838548841291,0.045451371919290606,-1.0,-0.21951097679762233,-0.5526407976286715,-0.7377035420513681,-0.9310381355932204,-1.0,-0.6744141741284054,-0.8666757688500529,-0.6190464580463484,-0.6521748809046792,-0.48571512163723873,-0.5277963450188438,-0.5294099930729151,-0.8918993717654222,-0.9626184323858742,-0.3191498632852926,-0.4000170663025856,-0.5151505748374785,-0.49449164462949424,-0.8260985708561506,-0.4444486583862709,-0.5957405087423062,-1.0,-0.40425068357353733,-0.9104539202200825,-0.9534911411697466,-0.15999016957483425,-1.0,-0.8333357036194269,-1.0,-0.812512,-0.37930790960451977,-0.7829410597340742,-0.26087440452339594,-0.9090972561614187,-1.0,-0.7187520000000001,-1.0
Acer Campestre,-0.8666757688500529,-0.8666666666666667,-0.6744180508424124,-0.7011417137476459,-0.7543878559238301,-0.8113218483336017,-0.5744741113544016,-1.0,-0.9534911411697466,-0.5600065536167773,-0.875008,-0.8620787062375311,-0.9342723907504447,-0.9047677097682584,-0.7058699515104057,-1.0,0.3939459761376507,-0.934782124770438,-0.875008,0.10344097032185173,-0.6538400945254037,-0.937504,-1.0,-0.9500032,-0.9523838548841291,-0.13637738834974045,-1.0,-0.2682884187916781,-0.6578954459714362,-0.34426724861507474,-0.9310381355932204,-1.0,-0.16279291293579734,-1.0,-0.3333252063244384,-0.6521748809046792,-0.42857560818619356,-0.5833463699068477,-0.2940999307291511,-0.8378490576481332,-0.9626184323858742,-0.6170245214985239,-0.566669511050431,-0.6363551735373063,-0.714274461261464,-0.869573928142113,-0.3333459751588129,-0.6382918459611089,-1.0,-0.6595749316426462,-0.8208925569310714,-0.9069822823394933,-0.2400057344146801,-0.9696997905515475,-0.7500106662874209,-1.0,-0.312512,-0.6896539548022599,-0.6279023615796785,-0.869573928142113,-0.8181945123228374,-0.8974426298377356,-0.25,-1.0
Acer Campestre,-0.7333287822416402,-0.9809537741369222,-0.6744180508424124,-0.47125706214689267,-0.6842180903619869,-0.7232716148768314,-0.48935150386178194,-1.0,-0.9069822823394933,-0.6000040960104858,-0.7187520000000001,-0.7931180593562966,-0.953050334118552,-0.8571515646523875,-0.5294099930729151,-1.0,-0.1515057483747847,-0.9021759697256386,-0.687504,-0.31035822107660527,-0.538440330838913,-0.937504,-1.0,-0.6999936,-0.9523838548841291,0.0,-1.0,-0.7073103723869227,-0.6842091080571274,-0.40983716635890544,-0.9655190677966101,-0.9692319810949193,-0.34882834825681086,-1.0,-0.9047677097682584,-0.6086995236187169,-0.19998829707865828,-0.5277963450188438,-0.7647200554166792,-0.9459496858827111,-0.9252368647717485,-0.23404904299704787,-0.7333390221008619,-0.6363551735373063,-0.6922973049006921,-0.9130492854280753,-0.7777756708068645,-0.7872324200664524,-0.9636380562278906,-0.7021253417867687,-0.9104539202200825,-0.8139645646789865,0.39999590398951423,-0.9393995811030952,-0.5000213325748418,-1.0,-0.5,-0.6206920903954802,-0.5503790434610042,-0.7826009527625661,-0.8181945123228374,-1.0,-0.75,-1.0
Acer Campestre,-0.6888873718583245,-0.8857128925297445,-0.5581472882062273,-0.7931026365348399,-0.7894727387047517,-0.433965545000805,-0.48935150386178194,-1.0,-1.0,-0.4399934463832228,-0.656256,-0.6551614554827775,-0.9342723907504447,-0.9523838548841291,-0.5882299792187453,-1.0,-0.3333436767877368,-0.9021759697256386,-0.812496,-0.03448032344061713,-0.8076801890508074,-0.875008,-1.0,-0.6999936,-1.0,0.18180548767716265,-0.9523838548841291,-0.5122006044106995,-0.8157908919428725,-0.8032734597951989,-0.9310381355932204,-1.0,-0.34882834825681086,-1.0,-0.6666626031622191,-0.8260985708561506,-0.48571512163723873,-0.5000213325748418,-0.3529500346354246,-1.0,-0.9626184323858742,-0.23404904299704787,-0.5333390221008618,-0.5151505748374785,-0.6703201485399202,-0.8260985708561506,-0.7777756708068645,-0.744670189008116,-1.0,-0.6170245214985239,-0.8507412501910439,-0.8139645646789865,0.07999508478741713,-0.9393995811030952,-0.7777856787314229,-0.9285766530134582,-0.312512,-0.4827507062146893,-0.7364318317126414,-0.9130492854280753,-1.0,-0.9487213149188678,-0.562496,-1.0
Acer Campestre,-0.8222343584667372,-0.9047591183928223,-0.6744180508424124,-0.7011417137476459,-0.9649151172190784,-0.9622669457414265,-0.6595749316426462,-1.0,-0.8604734235092398,-0.6400016384041943,-0.375008,-0.7241574124750623,-0.7934282005672804,-0.9523838548841291,-0.7647200554166792,-1.0,-0.4545482754875646,-0.847826812844343,-0.593744,-0.8620787062375311,-0.6153800708940528,-0.875008,-1.0,-0.7499904,-0.9047677097682584,-0.5909143801345156,-0.9523838548841291,-0.7560878143809785,-0.5789544597143627,-0.7377035420513681,-0.9655190677966101,-0.9692319810949193,-0.11628405410554388,-1.0,-0.71427874827809,-0.17392368995147134,-0.5428546350882839,-0.44447130768683785,-0.7058699515104057,-0.9459496858827111,-1.0,0.10637602536030588,-0.6,-0.8181931019502583,-0.3406402970798402,-0.9130492854280753,-0.7037072153218924,-0.7659567514570511,-0.9636380562278906,-0.6595749316426462,-0.6417851138621428,-0.8604734235092398,-0.4399934463832228,-1.0,-0.6666714072388538,-0.9285766530134582,-0.312512,-0.1379237288135593,-0.5503790434610042,-0.5652241663327545,-1.0,-1.0,-0.7812479999999999,-1.0
Acer Campestre,-0.6444459614750089,-0.9619075482738444,-0.8139548728939692,-0.4482697740112994,-0.7543878559238301,-0.5849106424086299,-0.6170245214985239,-0.750016,-1.0,-0.3200008192020971,-0.7812479999999999,-0.6551614554827775,-0.8873227248689967,-1.0,-0.5882299792187453,-1.0,-0.030301149674956895,-0.847826812844343,-0.7187520000000001,-0.44827951483907413,-0.7692201654194565,-1.0,-1.0,-0.8000128,-1.0,-0.3636342479461938,-1.0,-0.6097554883988112,-0.631581783885745,-0.47540708410273624,-0.9655190677966101,-0.9692319810949193,-0.6744141741284054,-0.7333515377001059,-0.6190464580463484,-0.39130047638128307,-0.9428604865489548,-0.694460641399417,-0.5294099930729151,-0.8918993717654222,-0.9813092161929371,-0.44680109371765964,-0.5000085331512928,-0.5757528741873923,-0.5604343667360603,-0.7826009527625661,-0.518517113871243,-0.6595675145705104,-1.0,-0.5744741113544016,-0.9701513067400275,-1.0,0.03999754239370845,-0.9393995811030952,-0.916674962667994,-0.9285766530134582,-0.312512,-0.6896539548022599,-0.6744115896011114,-0.6086995236187169,-0.8181945123228374,-0.9487213149188678,-0.34374400000000005,-1.0
Acer Campestre,-0.8222343584667372,-0.6952408816071778,-0.41861046615467046,-0.8160899246704332,-0.8947453516572352,-0.9119497665432298,-0.3191498632852926,-1.0,-0.7674318917889121,-0.6400016384041943,-0.25,-0.7931180593562966,-0.8122109513965675,-0.9047677097682584,-0.8823600277083397,-1.0,0.030301149674957006,-0.8913072513773721,-0.5,-0.586200808601543,-0.7307601417881056,-0.937504,-1.0,-0.9000064,-0.9523838548841291,-0.6363657520538062,-1.0,-0.6585329303928669,-0.6052681218000538,-0.8688601645123384,-0.9310381355932204,-1.0,-0.44184606591731757,-1.0,-0.6666626031622191,-0.26087440452339594,-0.37143609473514827,-0.5833463699068477,-0.8235400415625094,-0.8378490576481332,-0.9813092161929371,0.3617002734294148,-0.6333475552521546,-0.7575908026003444,-0.802194339728802,-0.9565246427140377,-0.555551341613729,-0.8510594258946566,-1.0,-0.44680109371765964,-0.8208925569310714,-0.9069822823394933,-0.3200008192020971,-1.0,-0.5277963450188438,-1.0,-0.750016,-0.37930790960451977,-0.7054256796983529,-0.5217488090467922,-0.8181945123228374,-0.9487213149188678,-0.5,-0.9565246427140377
Acer Campestre,-0.46665756448328044,-0.8666666666666667,-0.5348931356789903,-0.8160899246704332,-0.5438605946285817,-0.8364772178393174,-0.48935150386178194,-1.0,-0.7674318917889121,-0.5600065536167773,-0.7812479999999999,-0.6551614554827775,-0.8309888947646747,-0.8571515646523875,-0.5294099930729151,-1.0,0.030301149674957006,-0.9565251266069341,-0.812496,-0.6551614554827775,-0.538440330838913,-0.937504,-1.0,-0.6499968,-0.9047677097682584,0.045451371919290606,-0.9047677097682584,-0.4634231624166437,-0.36843168957154404,-0.7049185831794527,-0.9310381355932204,-0.9384639621898385,-0.16279291293579734,-1.0,-0.7618948933939609,-0.6956502381906415,-0.25712781052970346,-0.41668207352627473,-0.5882299792187453,-0.8918993717654222,-1.0,-0.5744741113544016,-0.6,-0.5757528741873923,-0.714274461261464,-0.9130492854280753,-0.6296387598369204,-0.7233945203987145,-0.9636380562278906,-0.7021253417867687,-0.9104539202200825,-1.0,0.0,-0.9090993716546427,-0.6666714072388538,-0.9285766530134582,-0.312512,-0.7930967514124294,-0.7984441357412185,-0.7826009527625661,-1.0,-0.8974426298377356,-0.656256,-0.869573928142113
Acer Campestre,-0.8222343584667372,-0.8666666666666667,-0.6511638983151753,-0.7471280602636534,-0.8245576214856732,-0.7987441635807438,-0.6595749316426462,-1.0,-0.9534911411697466,-0.11999262718112569,-0.968752,-0.586200808601543,-0.9061054756982837,-1.0,-0.5882299792187453,-1.0,-0.2727103470746125,-0.9673938449552006,-0.906256,-0.31035822107660527,-0.49998030720756204,-0.875008,-1.0,-0.5500032,-0.9523838548841291,-0.3636342479461938,-1.0,-0.4146207447738455,-0.6842091080571274,-0.1803256672821889,-0.8965572033898306,-0.9692319810949193,-0.44184606591731757,-0.6000273065501587,-0.42855749655618003,-0.9130492854280753,-0.42857560818619356,-0.6388963947948517,-0.11763997229166046,-0.7837987435308443,-0.9439276485788114,-0.6170245214985239,-0.4000170663025856,-0.3939459761376507,-0.868125808811118,-0.7826009527625661,-0.555551341613729,-0.5957405087423062,-1.0,-0.7021253417867687,-0.8507412501910439,-1.0,0.39999590398951423,-0.9393995811030952,-0.694460641399417,-0.8571533060269163,0.12499199999999999,-0.7930967514124294,-0.7054256796983529,-0.7826009527625661,-0.9090972561614187,-0.9487213149188678,-0.562496,-1.0
Acer Campestre,-0.5555631407083774,-0.9047591183928223,-0.7209263558968864,-0.6321798493408662,-0.6140483248001437,-0.6477990661729189,-0.44680109371765964,-0.750016,-1.0,-0.5600065536167773,-0.812496,-0.586200808601543,-0.924883419066391,-1.0,-0.47059000692708497,-1.0,-0.0909034490248708,-0.913044688073905,-0.593744,-0.7241574124750623,-0.4230602599448602,-0.750016,-1.0,-0.5500032,-1.0,-0.3636342479461938,-1.0,-0.17073353480356646,-0.7894772298571813,-0.40983716635890544,-0.8965572033898306,-1.0,-0.3953372070870642,-0.8666757688500529,-0.4761980226987359,-0.6521748809046792,-0.7714419461958191,-0.8611107160634288,-0.4117700207812548,-0.9459496858827111,-0.9065365106708776,-0.6595749316426462,-0.6333475552521546,-0.3333436767877368,-0.7582400270072582,-0.6956502381906415,-0.8148098985493505,-0.382962034969225,-0.9636380562278906,-0.7872261620750134,-0.9403026134800551,-0.9534911411697466,-0.11999262718112569,-0.8787991622061904,-0.41668207352627473,-1.0,-0.5,-0.8275776836158192,-0.7054256796983529,-0.9130492854280753,-0.8181945123228374,-0.9487213149188678,-0.562496,-1.0
